INFO 2026-06-24 16:50:02,652 autoreload 4524 13636 Watching for file changes with StatReloader
INFO 2026-06-24 17:38:58,422 basehttp 4524 5436 "GET /api/mix-designs/?page=6 HTTP/1.1" 200 3773
INFO 2026-06-24 17:50:31,620 basehttp 4524 14512 "GET /api/orders/ HTTP/1.1" 200 9502
INFO 2026-06-24 17:50:31,681 basehttp 4524 14512 "GET /api/orders/ HTTP/1.1" 200 9502
INFO 2026-06-24 17:51:09,159 basehttp 4524 10948 "GET /api/mix-designs/ HTTP/1.1" 200 3881
INFO 2026-06-24 17:51:09,186 basehttp 4524 10948 "GET /api/mix-designs/?page=2 HTTP/1.1" 200 3937
INFO 2026-06-24 17:51:09,195 basehttp 4524 10948 "GET /api/mix-designs/?page=3 HTTP/1.1" 200 3971
INFO 2026-06-24 17:51:09,206 basehttp 4524 10948 "GET /api/mix-designs/?page=4 HTTP/1.1" 200 3987
INFO 2026-06-24 17:51:09,223 basehttp 4524 10948 "GET /api/mix-designs/?page=5 HTTP/1.1" 200 3996
INFO 2026-06-24 17:51:09,234 basehttp 4524 10948 "GET /api/mix-designs/?page=6 HTTP/1.1" 200 3773
INFO 2026-06-24 17:51:13,062 basehttp 4524 6708 "GET /api/me/ HTTP/1.1" 200 70
INFO 2026-06-24 17:51:13,064 basehttp 4524 10948 "GET /api/orders/ HTTP/1.1" 200 1556
INFO 2026-06-24 17:51:13,076 basehttp 4524 6708 "GET /api/me/ HTTP/1.1" 200 70
INFO 2026-06-24 17:51:13,083 basehttp 4524 10948 "GET /api/orders/ HTTP/1.1" 200 1556
INFO 2026-06-24 17:51:17,581 basehttp 4524 10948 "GET /api/orders/7/ HTTP/1.1" 200 1504
INFO 2026-06-24 17:51:17,599 basehttp 4524 10948 "GET /api/orders/7/ HTTP/1.1" 200 1504
INFO 2026-06-24 17:51:20,195 basehttp 4524 10948 "GET /api/me/ HTTP/1.1" 200 70
INFO 2026-06-24 17:51:20,211 basehttp 4524 6708 "GET /api/orders/ HTTP/1.1" 200 1556
INFO 2026-06-24 17:51:20,224 basehttp 4524 10948 "GET /api/me/ HTTP/1.1" 200 70
INFO 2026-06-24 17:51:20,238 basehttp 4524 6708 "GET /api/orders/ HTTP/1.1" 200 1556
